,word,weight
5615,maho,-4
5616,compeng,-4
5617,ciplak,-3
5618,mengalah,-2
5619,cabul,-5
5620,berkurangan,-3
5621,gelagap,-2
5622,pengganggu,-4
5623,nyali,-3
5624,biang keladi,-4
5625,gembul,-3
5626,betina,-2
5627,konyol,-3
5628,cengeng,-4
5629,beraduk,-3
5630,ngancem,-4
5631,menggores,-3
5632,elak,-3
5633,mengganjari,-3
5634,murahan,-4
5635,pedofil,-5
5636,sebarang,-2
5637,ngetawain,-4
5638,ragu,-3
5639,gone,-2
5640,pedih,-4
5641,sangka,-3
5642,suudzon,-4
5643,pencucuk,-3
5644,golek,-1
5645,pelayan,-2
5646,diare,-4
5647,berlelehan,-3
5648,berbakat,-1
5649,berat telinga,-3
5650,mengada,-3
5651,mendingan,-3
5652,ugal-ugalan,-2
5653,ngestalk,-4
5654,curiga,-4
5655,begitu saja,-2
5656,bersatu,-1
5657,memeluk,-1
5658,faedahnya,-1
5659,petaka,-4
5660,masygul,-2
5661,jatohnya,-1
5662,kasih,-1
5663,terpelecok,-3
5664,benguk,-2
5665,semangatin,-1
5666,ringkih,-4
5667,liat,-1
5668,timpa,-3
5669,rasuk,-3
5670,sunu,-2
5671,hati,-2
5672,tunggang,-1
5673,kata,-1
5674,guling,-3
5675,turun,-3
5676,singkir,-5
5677,damprat,-4
5678,ingkar,-4
5679,aur,-3
5680,adang,-3
5681,keroyok,-4
5682,rem,-5
5683,siapa,-2
5684,jelek,-5
5685,rusak,-4
5686,pesona,-1
5687,pencet,-2
5688,perkara,-4
5689,anggur,-4
5690,darah dingin,-4
5691,remuk,-4
5692,mahir,-1
5693,tangkap tangan,-4
5694,kabung,-5
5695,pasuk,-3
5696,khianat,-4
5697,kutil,-4
5698,dapat,-2
5699,kelakar,-4
5700,renti,-3
5701,cecer,-3
5702,poko,-2
5703,belah,-5
5704,nang,-5
5705,usil,-3
5706,usir,-4
5707,amuk,-5
5708,hidu,-1
5709,bain,-2
5710,buang nyawa,-5
5711,pukau,-1
5712,sapu,-3
5713,otot,-4
5714,cela,-4
5715,sayang,-3
5716,jahat,-4
5717,remeh,-5
5718,mudah,-1
5719,neng,-1
5720,mula,-3
5721,palit,-3
5722,keluar,-3
5723,tamat riwayat,-3
5724,selusur,-3
5725,aku,-1
5726,hilang,-4
5727,bom,-1
5728,celampak,-3
5729,kerubung,-3
5730,bangan,-3
5731,sentuh asa,-1
5732,cengkerama,-2
5733,tau,-4
5734,curat,-1
5735,enak,-4
5736,gubris,-2
5737,masuk,-3
5738,kayak,-3
5739,buruk,-5
5740,api,-2
5741,caplok,-3
5742,pihak,-3
5743,apa,-3
5744,cebik,-3
5745,kesi,-3
5746,anda,-1
5747,ekspos,-4
5748,lutut,-2
5749,suara,-1
5750,dalih,-4
5751,apas,-3
5752,hilang ingat,-4
5753,desir,-2
5754,hendak,-1
5755,kusut,-4
5756,menung,-3
5757,wara,-3
5758,keruh,-4
5759,gampang,-3
5760,sengal,-4
5761,kerumit,-5
5762,tugas,-1
5763,salah,-4
5764,sekongkol,-4
5765,ancam,-4
5766,nyata,-2
5767,ganggu jiwa,-4
5768,kerut,-2
5769,heran,-3
5770,jatuh,-3
5771,jalan bebas hambat,-1
5772,uar,-3
5773,sanding,-2
5774,tantang,-4
5775,dengu,-3
5776,loloh,-3
5777,geger,-3
5778,mungkin,-1
5779,gede,-2
5780,sir,-2
5781,peleset,-4
5782,banding,-3
5783,kecil,-3
5784,tumpu,-3
5785,jepit,-4
5786,gulir,-3
5787,panik,-4
5788,malang,-5
5789,leceh,-5
5790,mau,-1
5791,gantung,-3
5792,tekuk lutut,-3
5793,surat takdir,-3
5794,prasangka,-3
5795,lama,-4
5796,suci,-1
5797,lesit,-1
5798,rebak,-3
5799,satu,-1
5800,susah,-3
5801,balik,-3
5802,lancar,-2
5803,kobar,-2
5804,tunggu,-2
5805,ikut,-3
5806,kompor,-4
5807,celah,-3
5808,junjung,-2
5809,bopong,-3
5810,aduk,-3
5811,gelicik,-3
5812,mutu,-1
5813,tangkis,-3
5814,itu,-2
5815,lumat,-4
5816,henti tugas,-2
5817,jambret,-5
5818,jelma,-3
5819,maklum,-2
5820,muram durja,-5
5821,main,-2
5822,empas,-3
5823,bual,-4
5824,ratap,-3
5825,gaco,-2
5826,sayat,-4
5827,kagum,-1
5828,ingat,-3
5829,dah,-3
5830,putih tulang,-2
5831,lorot,-4
5832,pisah,-3
5833,sodok,-3
5834,cibir,-5
5835,meni,-2
5836,lanjur,-3
5837,lupa diri,-3
5838,lucu,-2
5839,sohor,-1
5840,perenyak,-4
5841,tanda,-2
5842,batu,-2
5843,simpan,-3
5844,keri,-4
5845,heboh,-3
5846,pergok,-5
5847,erti,-2
5848,ketar,-3
5849,samping,-4
5850,ringan,-1
5851,cocok,-3
5852,album,-2
5853,tinggal,-3
5854,tagih,-3
5855,nyala,-2
5856,sidang,-3
5857,mata,-2
5858,lain,-4
5859,cetus,-1
5860,sampah,-4
5861,rampas,-4
5862,keras hati,-3
5863,sanggama,-2
5864,rogoh,-3
5865,tenang,-1
5866,rogok,-3
5867,buang,-3
5868,prediksi,-1
5869,asa,-2
5870,cari,-3
5871,diri,-1
5872,umur,-2
5873,duga,-1
5874,cair,-1
5875,recok,-3
5876,isu,-1
5877,galak panas,-3
5878,sungkap,-3
5879,ecer,-2
5880,mungut,-2
5881,tumpah hati,-3
5882,rang,-3
5883,hina rendah,-3
5884,gugur,-3
5885,pacul,-4
5886,baiat,-3
5887,lembung,-3
5888,kapah,-2
5889,gusar,-3
5890,surup,-5
5891,isap jempol,-3
5892,cerca,-4
5893,tata,-2
5894,sisih,-2
5895,sial,-5
5896,gentar,-4
5897,sangkut,-4
5898,susah hati,-5
5899,alam,-1
5900,tumbuk,-3
5901,pengaruh,-2
5902,halang,-3
5903,rusuh,-4
5904,tilap,-4
5905,cangkum,-3
5906,onar,-5
5907,panggil,-1
5908,rundung,-4
5909,jilat,-3
5910,tanggung,-2
5911,ana,-3
5912,rugi,-5
5913,gempar,-2
5914,gerombol,-4
5915,colong,-5
5916,tertib,-2
5917,tuntun,-2
5918,hukum,-3
5919,idam,-2
5920,gelingsir,-3
5921,soal,-1
5922,catut,-3
5923,suka,-1
5924,cumbu,-3
5925,gonggong anjing,-3
5926,kaya,-2
5927,kandut,-3
5928,rantai,-3
5929,keji,-5
5930,tebak,-2
5931,tumpuk,-4
5932,rajam,-5
5933,sendiri,-3
5934,pelanting,-3
5935,tinggi,-2
5936,tebat,-3
5937,kemas,-2
5938,asuh,-2
5939,ceria,-1
5940,kecamuk,-4
5941,bejat,-5
5942,pegang,-2
5943,tidur,-3
5944,pemuda,-1
5945,larang,-3
5946,rangsang,-3
5947,tembok,-1
5948,menang,-5
5949,baik,-1
5950,gadang,-4
5951,kelok,-2
5952,kenang,-2
5953,ledak,-4
5954,kuat duga,-2
5955,abu,-2
5956,cebur,-5
5957,abai,-3
5958,serang,-4
5959,gores,-3
5960,rongsok,-3
5961,tindik,-3
5962,luka,-5
5963,jangan,-3
5964,bunyi,-1
5965,kerak,-2
5966,bekap,-3
5967,bekas,-3
5968,kesima,-1
5969,pikul,-2
5970,ciut,-3
5971,kereta,-4
5972,santun,-2
5973,habis,-3
5974,layan,-2
5975,sundut,-3
5976,jadi,-2
5977,susut,-2
5978,gelincir,-3
5979,tajam,-2
5980,simpuh,-3
5981,bara,-3
5982,cemas,-3
5983,sunduk,-3
5984,kongkalikong,-4
5985,susup,-2
5986,campak,-4
5987,ganjar,-3
5988,babar,-1
5989,tembak,-5
5990,sembul,-3
5991,ken,-2
5992,tegur,-3
5993,latih,-2
5994,korek,-4
5995,yg tuan,-3
5996,lupa,-3
5997,alir udara,-1
5998,tegun,-3
5999,konspirasi,-4
6000,cinta,-1
6001,tekan mental,-4
6002,ganti,-3
6003,memang,-2
6004,tangkap,-3
6005,tutup mulut,-3
6006,gelanggang,-3
6007,nahas,-2
6008,gigil,-4
6009,ungkap,-3
6010,sambat,-3
6011,tanduk,-2
6012,cekak,-3
6013,lemah,-4
6014,nenes,-2
6015,cekau,-2
6016,ekang,-4
6017,prihatin,-3
6018,besit,-2
6019,jabat,-3
6020,dua,-3
6021,enteng,-2
6022,singgung,-5
6023,taat,-1
6024,busuk,-5
6025,tarik napas habis,-5
6026,semayam,-3
6027,potong,-2
6028,genang,-2
6029,hina aib,-4
6030,gejolak,-3
6031,hiruk,-4
6032,sengaja,-2
6033,takut,-4
6034,geleng,-3
6035,selulur,-2
6036,suap,-3
6037,sembarang,-4
6038,gelesot,-3
6039,kalang tanah,-2
6040,antem,-4
6041,tunas,-2
6042,gelap,-4
6043,menep,-3
6044,umpat,-4
6045,biak,-3
6046,biar,-3
6047,batas waktu,-3
6048,tetes,-3
6049,licin,-2
6050,maki,-5
6051,songsong,-2
6052,tusuk,-4
6053,sungkawa,-3
6054,dunia,-2
6055,faedah,-1
6056,ganyang,-4
6057,gerecok,-4
6058,umbar,-3
6059,telinga merah,-3
6060,sakit ingat,-4
6061,tolak,-4
6062,bandel,-5
6063,sepele,-4
6064,jarah,-4
6065,jarak,-3
6066,suntuk,-4
6067,gelora,-2
6068,aniaya,-4
6069,balas,-3
6070,banting,-3
6071,hayat,-2
6072,daif,-3
6073,lubang,-3
6074,dosa,-4
6075,tarik hati,-1
6076,ejek,-4
6077,jauh,-4
6078,goda,-3
6079,berangan,-3
6080,rampok,-5
6081,lendeh,-3
6082,parah,-5
6083,peranjat,-3
6084,nyanyi,-2
6085,getar,-3
6086,hina,-5
6087,geruh,-4
6088,ada,-3
6089,lalu dr dunia,-5
6090,elu,-2
6091,cucut,-3
6092,retek,-3
6093,kasi,-3
6094,jejal,-3
6095,cucuk,-3
6096,jedot,-4
6097,antisipasi,-1
6098,celaka,-5
6099,patung,-3
6100,sindir,-3
6101,bukan,-3
6102,geliat,-3
6103,mirip,-2
6104,alami,-3
6105,lepas,-2
6106,harap,-3
6107,comot,-4
6108,siksa,-5
6109,acak,-5
6110,sendu,-2
6111,acau,-4
6112,hempas,-4
6113,ganjil,-4
6114,derita,-5
6115,bantah,-3
6116,untung,-1
6117,sudah,-2
6118,hangus,-3
6119,ampas kopi,-2
6120,simbah,-3
6121,leleh,-3
6122,bidik,-2
6123,lari,-2
6124,sentuh,-2
6125,usai,-2
6126,dengung,-3
6127,cemplung,-4
6128,ribut,-4
6129,olok,-4
6130,kelir,-3
6131,buru,-3
6132,geluncur,-3
6133,bakat,-1
6134,musuh,-4
6135,pacar,-3
6136,cemerlang,-1
6137,bisu,-3
6138,kurang,-3
6139,rebut,-3
6140,tendensi,-3
6141,duka,-5
6142,gelecik,-4
6143,balik akal,-4
6144,mari,-1
6145,pelecok,-3
6146,bendung,-3
6147,makan,-1
6148,besar,-2
6149,tular,-4
6150,timbal,-2
6151,teduh,-2
6152,pokok,-3
6153,baca,-1
6154,cedera,-4
6155,maksud,-1
6156,lot,-5
6157,dahulu,-1
6158,sungguh,-1
6159,ubah ingat,-3
6160,anjur,-2
6161,ramal,-2
6162,terka,-1
6163,jaga,-3
6164,ruwet,-4
6165,semangat,-1
6166,beri,-2
6167,mencak,-5
6168,seteru,-4
6169,aneh,-4
6170,lagi,-3
6171,tentang,-2
6172,tutup,-2
6173,lanyak,-3
6174,curu,-3
6175,tekan,-3
6176,nista,-5
6177,sumbat,-3
6178,tumpang tinggal,-4
6179,erik,-3
6180,beri uang,-2
6181,tahan,-2
6182,sembah,-2
6183,ubah akal,-2
6184,tip,-3
6185,tambat hati,-2
6186,ogah,-3
6187,panas,-3
6188,simpang,-4
6189,sunyi,-3
6190,indah,-2
6191,noda,-4
6192,langah,-3
6193,langau,-4
6194,taksir,-1
6195,beda,-2
6196,hambur,-3
6197,tangkap basah,-3
6198,bandung,-1
6199,bahagia,-1
6200,bisik,-2
6201,coret,-1
6202,ngaceng,-5
6203,jihat,-4
6204,mengarau,-4
6205,tubruk,-3
6206,lesap,-3
6207,mentransformasikan,-5
6208,gabung,-5
6209,gasak,-5
6210,maklumat,-3
6211,mengerut,-3
6212,inersia,-4
6213,lebur,-5
6214,senyampang,-4
6215,ayun,-3
6216,hadirin,-3
6217,pantang,-4
6218,porno,-5
6219,berkarut,-5
6220,tingkeb,-3
6221,bayi,-3
6222,empot-empotan,-5
6223,bergulir,-3
6224,lembu liar,-3
6225,kemandang,-3
6226,rantas,-3
6227,sambung,-3
6228,aus,-5
6229,menggulung,-4
6230,moyang,-4
6231,berang,-5
6232,singkil,-4
6233,deru,-3
6234,menumpuk,-3
6235,represi,-4
6236,lunas (kapal,-3
6237,distorsi,-4
6238,risi,-3
6239,semak hati,-5
6240,lintasan,-4
6241,petung,-3
6242,risa,-4
6243,benyot,-4
6244,bromocorah,-5
6245,medok,-3
6246,lencana,-3
6247,ekshibisi,-3
6248,dua kali,-3
6249,mengheningkan,-3
6250,melingkupi,-3
6251,menyegam,-4
6252,mencagil,-4
6253,memampat,-3
6254,mengkaji,-5
6255,gelogok,-3
6256,gapil mulut,-4
6257,penyudahan,-3
6258,selesma,-3
6259,pari-,-3
6260,khafi,-5
6261,melumangkan,-5
6262,beromong kosong,-4
6263,berkecandan,-4
6264,membasmi,-5
6265,memetuahkan,-3
6266,mencegat,-3
6267,pulsa,-3
6268,merancukan,-4
6269,berluruhan,-3
6270,titis,-3
6271,tersantet,-3
6272,unjuk rasa,-3
6273,ketupat bengkulu,-5
6274,tawar,-4
6275,cacatan,-5
6276,titik,-3
6277,ikhtiar,-4
6278,terpelekok,-3
6279,betung,-3
6280,membuang,-4
6281,menjauh,-3
6282,berganda,-3
6283,beranjak,-3
6284,menyulam,-5
6285,bengal,-4
6286,serius,-5
6287,kusut hati,-5
6288,memupus,-5
6289,kaitan,-4
6290,barua,-5
6291,merobek,-4
6292,judes,-4
6293,belembang,-5
6294,betas,-3
6295,madat,-3
6296,sensasi,-5
6297,sandung,-5
6298,catak,-4
6299,interlokusi,-3
6300,rongseng,-4
6301,baya,-4
6302,merinin,-3
6303,tempo,-4
6304,cacing kalung,-4
6305,kemakmuran,-3
6306,tertular,-4
6307,borok,-5
6308,kentara,-3
6309,restan,-3
6310,menoleransi,-3
6311,mencaci,-5
6312,pati,-5
6313,mamah,-4
6314,mendorong,-4
6315,pancakara,-4
6316,mempertenggangkan,-3
6317,hunjam,-4
6318,angkat tangan,-5
6319,sumbang,-4
6320,kehangatan,-4
6321,cekuh,-3
6322,forum,-3
6323,anjing tanah,-5
6324,juang,-3
6325,dering,-3
6326,mentok,-5
6327,jendala,-5
6328,puyeng,-4
6329,kelesa,-4
6330,bertambah,-5
6331,kerdak,-4
6332,menggelabur,-5
6333,penuturan,-3
6334,pemalak,-5
6335,rapat,-3
6336,fasid,-5
6337,celoteh,-4
6338,membalik belakang,-5
6339,berselang,-3
6340,tais,-3
6341,kelasah-kelusuh,-5
6342,orang-orangan,-3
6343,gencet,-5
6344,termuat,-3
6345,membersihkan,-5
6346,mewalakkan,-5
6347,unit,-4
6348,menjaga,-3
6349,anjungan,-3
6350,tahi angin,-4
6351,kerekau,-3
6352,musir,-4
6353,saran,-3
6354,melarang,-3
6355,merangkum,-3
6356,merangkul,-3
6357,orang bunian,-4
6358,merintangi,-4
6359,merangkup,-3
6360,merangkus,-4
6361,mengabdi,-3
6362,bersesak-sesak,-3
6363,membohong,-4
6364,karut,-5
6365,prajurit,-5
6366,suari,-3
6367,obat bedil,-3
6368,sarau,-5
6369,bayu,-4
6370,mengusir,-4
6371,miliun,-5
6372,berhelat,-4
6373,lisong,-3
6374,selekeh,-5
6375,mengantongi,-5
6376,bertara,-3
6377,runcing,-4
6378,disparitas,-4
6379,perlawanan,-5
6380,gelongsor,-4
6381,tesis,-3
6382,relai,-5
6383,berlik,-4
6384,naik pitam,-4
6385,tulup,-3
6386,pembohong,-4
6387,bertandang,-4
6388,beribadat,-3
6389,vibrasi,-3
6390,menjerkah,-5
6391,fakir,-5
6392,kode,-3
6393,cencala,-5
6394,kerusuhan,-5
6395,genitalia,-3
6396,sigar,-3
6397,pengungkit,-3
6398,fadihat,-5
6399,indehoi,-3
6400,ta,-3
6401,akik,-3
6402,jamah,-5
6403,sewot,-5
6404,bolsak,-4
6405,mendusta,-4
6406,mendustai,-3
6407,urung,-5
6408,kasiku,-4
6409,penyadaran,-3
6410,cirit,-5
6411,menjolok,-3
6412,penting,-4
6413,apkiran,-4
6414,memenuhi,-3
6415,hubungan singkat,-4
6416,adiktif,-4
6417,menyingkap,-4
6418,lubuk,-3
6419,meredup,-3
6420,lelucon,-4
6421,umbul-umbul,-3
6422,pautan,-4
6423,menyangkak hati,-4
6424,kadam,-3
6425,turut,-3
6426,hot,-4
6427,jalan lingkar,-4
6428,penerangan,-3
6429,menguji,-5
6430,coreng moreng,-4
6431,iri hati,-5
6432,setia,-4
6433,kurang darah,-4
6434,makmum,-3
6435,deriji,-4
6436,terburu,-3
6437,sedu,-5
6438,cunam,-3
6439,kekeramatan,-5
6440,bermukah,-4
6441,sampean,-4
6442,jendera,-4
6443,menggelabu,-4
6444,bedol,-4
6445,pemakai bahasa,-3
6446,arca,-3
6447,sistem,-4
6448,buang-buang air,-5
6449,menyiasat,-3
6450,lecet,-4
6451,walang hati,-5
6452,pemburu,-5
6453,dampratan,-5
6454,bersenda gurau,-4
6455,bertala-tala,-3
6456,tegal,-4
6457,pengumpil,-3
6458,bersinggungan,-3
6459,menduri,-4
6460,berbantahan,-3
6461,bahasa,-4
6462,gugup,-5
6463,gugus,-4
6464,bercikun-cikun,-5
6465,merorod,-4
6466,(tua) uzur,-3
6467,rompes,-4
6468,kepalang,-3
6469,ulam-ulam,-5
6470,pandemi,-5
6471,atribut,-3
6472,deskripsi,-4
6473,geblek,-5
6474,bungsu,-3
6475,menyembunyikan,-3
6476,beranggar lidah,-3
6477,londang,-3
6478,terbakar,-5
6479,mengesel,-5
6480,kerabit,-3
6481,keluarga,-3
6482,berangsang,-5
6483,hilang akal,-5
6484,berkecenderungan,-3
6485,junior,-4
6486,penjara,-4
6487,menyesak,-4
6488,banyak cakap,-4
6489,antitesis,-3
6490,mengotori,-5
6491,bercucuran,-5
6492,mengelih,-4
6493,penanggung,-4
6494,barut,-3
6495,mengelis,-3
6496,pipitan,-3
6497,intiha,-3
6498,tenggalam,-3
6499,menyesar,-3
6500,menyesap,-3
6501,sayap,-4
6502,pelak,-3
6503,cemomot,-4
6504,bebal,-3
6505,antuk,-4
6506,lantaran,-4
6507,satelit,-3
6508,berangsur,-3
6509,danyang,-4
6510,seleweng,-5
6511,mendangkung,-3
6512,soak,-5
6513,menghujat,-4
6514,berombongan,-4
6515,caing,-3
6516,sorak,-3
6517,taburan,-3
6518,imbesil,-5
6519,pelir,-5
6520,cukup,-5
6521,kemban,-5
6522,keris,-4
6523,tersumbat,-5
6524,bercekcok,-4
6525,asan tak asan,-5
6526,jual murah,-3
6527,bertengking,-4
6528,bantu,-4
6529,mengonfirmasi,-4
6530,bergundang,-5
6531,pengamitan,-4
6532,memecah,-4
6533,bergairah,-3
6534,cengkeram,-5
6535,menafikan,-4
6536,menyakar,-5
6537,pepet,-5
6538,ketat,-3
6539,cuma,-3
6540,berdompol,-4
6541,mencecak,-3
6542,melumur,-4
6543,melukat,-4
6544,jeli,-3
6545,aborsi,-3
6546,lembu hutan,-3
6547,jalu,-4
6548,puntianak,-5
6549,berbicara,-3
6550,pengacauan,-4
6551,tuju,-4
6552,pinggir,-4
6553,merangsang,-4
6554,menjatuhkan,-4
6555,kerabu,-5
6556,debil,-5
6557,laif,-5
6558,bentul,-3
6559,renyang,-5
6560,berbecak-becak,-3
6561,aji,-3
6562,penabalan,-3
6563,berona,-3
6564,bagian,-4
6565,laik,-5
6566,bundak,-3
6567,narkotik,-3
6568,resan,-5
6569,koyak,-3
6570,anggota,-3
6571,mempersakiti,-5
6572,benjut,-4
6573,terbuni,-5
6574,penyangkal,-4
6575,coleng,-4
6576,terpangah,-4
6577,tindih,-4
6578,(olahraga) bokser,-5
6579,sano,-4
6580,keset,-4
6581,bening,-4
6582,hemat,-3
6583,lebar mulut,-4
6584,ambles,-4
6585,konglomerasi,-4
6586,prapendapat,-3
6587,generasi,-3
6588,menunjang,-3
6589,memapas,-5
6590,abses,-4
6591,berhandai-handai,-3
6592,jawatan,-3
6593,geriap,-4
6594,bersara,-3
6595,absen,-3
6596,serampu,-3
6597,candala,-5
6598,batel,-4
6599,tumpat,-4
6600,berjejak,-3
6601,degil,-5
6602,masyhur,-5
6603,dangkar,-4
6604,talak,-3
6605,kedengkian,-5
6606,berbahaya,-4
6607,mengguguk,-5
6608,inisiator,-4
6609,harus,-5
6610,pergi,-3
6611,menggiatkan,-4
6612,cucup,-3
6613,menebeng,-3
6614,kepala angin,-3
6615,berasal,-3
6616,berasak,-3
6617,padang luas,-3
6618,menyelundupi,-3
6619,menganugerahi,-3
6620,kusut pikiran,-4
6621,galas,-4
6622,temporer,-4
6623,kocar-kacir,-5
6624,sambungan jiwa,-3
6625,degub,-3
6626,desak,-4
6627,laknat,-5
6628,pikiran tumpul,-3
6629,bergema,-4
6630,siratan,-3
6631,epidemi,-5
6632,minta,-3
6633,bacok,-4
6634,kepialu,-4
6635,kesepakatan,-4
6636,desau,-3
6637,jenewer,-4
6638,mencium,-3
6639,mengernai,-4
6640,merekomendasi,-3
6641,nistaan,-5
6642,berkemandang,-3
6643,separuh,-3
6644,keloyoan,-3
6645,gerah,-5
6646,menyekar,-4
6647,rusuk,-4
6648,cangkul,-4
6649,tertangguh,-3
6650,trek,-3
6651,minum,-3
6652,beringat,-3
6653,hingar,-5
6654,wreda,-4
6655,petus,-3
6656,loksek,-4
6657,mencemari,-4
6658,mencopet,-5
6659,daing,-4
6660,kongkong,-3
6661,sara bara,-5
6662,rapun,-5
6663,eban,-4
6664,tuhmah,-3
6665,perit,-4
6666,merasuk hati,-3
6667,minus,-3
6668,erotan,-4
6669,se-sat pusat,-4
6670,menyikut,-5
6671,khalifatullah,-4
6672,desersi,-3
6673,penobatan,-3
6674,setengah,-3
6675,direksi,-3
6676,kecap,-4
6677,pamflet,-3
6678,tercampak,-5
6679,kebimbangan,-4
6680,pangkur,-4
6681,bablas,-5
6682,somplak,-4
6683,memamah,-4
6684,doi,-3
6685,iming-iming,-3
6686,kembang-kempis,-4
6687,menyabet,-5
6688,kegegeran,-3
6689,menyeterui,-5
6690,merumung,-3
6691,mengembat,-5
6692,menjual,-5
6693,derek,-5
6694,mata betung,-3
6695,hasud,-5
6696,koteng,-3
6697,hulu,-3
6698,kesukaran,-4
6699,pembantah,-4
6700,meninggalkan,-4
6701,semuanya,-3
6702,patah pucuk,-5
6703,ketupat bangkahulu,-5
6704,gedang,-4
6705,sitoplasma,-5
6706,pengumuman,-3
6707,terbenam,-5
6708,kesenyapan,-4
6709,puisi,-3
6710,penggelapan,-4
6711,telerang,-3
6712,permusuhan,-5
6713,terasing,-5
6714,digresi,-4
6715,penyap,-3
6716,lancip,-4
6717,hoki,-3
6718,celomes,-4
6719,implementasi,-4
6720,semrawut,-5
6721,atresia,-3
6722,menjejaki,-4
6723,lopak,-4
6724,membahana,-3
6725,mampir,-3
6726,bersurai,-3
6727,gambar,-3
6728,asid,-5
6729,menggoyang,-3
6730,rangkap,-3
6731,lekukan,-3
6732,langsuir,-4
6733,random,-4
6734,menakali,-4
6735,pupus,-5
6736,dukun,-3
6737,mengharubirukan,-4
6738,irsyad,-3
6739,rurut,-5
6740,gelantung,-4
6741,diplomasi,-5
6742,buram,-3
6743,pengintai,-3
6744,menginapkan (jenazah),-3
6745,carik,-5
6746,terpaksa,-4
6747,terbelakang,-3
6748,bertimbal,-3
6749,mencerca,-5
6750,pelana,-3
6751,buras,-4
6752,folder,-5
6753,blangko,-3
6754,badan,-3
6755,tamparan,-3
6756,berpoleng,-3
6757,membekam,-4
6758,tipu muslihat,-5
6759,menyeluk,-3
6760,jungkal,-5
6761,kata-kata,-4
6762,jengkang,-5
6763,stok,-3
6764,jalan arteri,-4
6765,buah,-3
6766,inferioritas,-5
6767,tampak,-3
6768,mencakar,-4
6769,comberan,-4
6770,gaul,-3
6771,bab,-4
6772,menampak,-4
6773,beringas,-4
6774,pada,-3
6775,rudin,-5
6776,memarak,-3
6777,vampir,-5
6778,menggaet,-5
6779,pincang,-4
6780,indolensi,-4
6781,bercakar-cakaran,-4
6782,dekadensi,-5
6783,ambruk,-5
6784,sebagai,-3
6785,rubuh,-5
6786,pawana,-4
6787,radius,-4
6788,kerikil,-3
6789,berambu-rambu,-4
6790,menghalang,-4
6791,cemar,-5
6792,lekat,-3
6793,periksa,-5
6794,lekas,-3
6795,lekap,-3
6796,cemat,-5
6797,bunting,-3
6798,disentri,-5
6799,babak,-4
6800,bertingkat,-4
6801,kemerosotan,-5
6802,atur,-4
6803,gabas,-5
6804,kohor,-3
6805,berlebih-lebih,-4
6806,pertunjuk,-3
6807,suplai,-3
6808,inteligen,-4
6809,gunjingan,-5
6810,artikel,-4
6811,berjubal,-3
6812,menyemir,-5
6813,pongsu,-4
6814,tatah-tatah,-5
6815,anarki,-4
6816,menyelami,-5
6817,mencepung,-5
6818,azab,-5
6819,menegah,-5
6820,menyumpahi,-5
6821,dabih,-3
6822,menyisikan,-4
6823,pinak,-3
6824,cempeng,-4
6825,linguis,-3
6826,perguaman,-4
6827,telimpuh,-3
6828,dangkung,-3
6829,menyurut,-3
6830,mengadili,-4
6831,pita,-4
6832,membual,-4
6833,bijaksana,-4
6834,awa-,-3
6835,bergulat,-4
6836,penyigian,-3
6837,mengagumkan,-5
6838,jambak,-5
6839,cekah,-4
6840,berlanggaran,-4
6841,melunyah,-3
6842,ujar,-4
6843,pemikiran,-3
6844,cepol,-4
6845,lemau,-4
6846,melepas,-5
6847,cekat,-4
6848,simpang-siur,-4
6849,penengah,-3
6850,menjebol,-3
6851,menyetrap,-3
6852,hadir,-3
6853,subversif,-4
6854,menyembarangi,-5
6855,menimang-nimang,-3
6856,balkon,-3
6857,juwita,-4
6858,tersimbah,-5
6859,tersila,-3
6860,tambeng,-5
6861,anyir,-4
6862,penghormatan,-3
6863,berdekus,-3
6864,madani,-4
6865,menganggur,-4
6866,berdikit-dikit,-3
6867,ayat,-4
6868,semprot,-5
6869,reguk,-3
6870,seluruhnya,-3
6871,jelata,-5
6872,berak air,-4
6873,selia,-4
6874,senang,-4
6875,memejalkan,-3
6876,kendati,-3
6877,tunggang gunung,-4
6878,pengasih,-4
6879,gembung,-3
6880,menjodohkan,-3
6881,melindur,-3
6882,tuntut,-3
6883,beredak,-5
6884,semena-mena,-5
6885,kedung,-3
6886,antek,-3
6887,mandiri,-3
6888,bancang,-5
6889,perdata,-3
6890,tertumbuk,-4
6891,tawon,-3
6892,terisolasi,-3
6893,putus akal,-5
6894,ringan lidah,-4
6895,menyerempakkan,-3
6896,terperosok,-5
6897,menebuk,-3
6898,ain,-5
6899,topek,-4
6900,alur,-4
6901,serak,-4
6902,terlengar,-4
6903,aib,-5
6904,frustasi,-3
6905,penyemat,-4
6906,ganggang,-3
6907,bimbingan,-3
6908,mewujudkan,-3
6909,wafat,-5
6910,peniadaan,-3
6911,penolak,-3
6912,geluduk,-3
6913,arsip,-5
6914,upaya,-4
6915,papakerma,-5
6916,istan,-5
6917,buang air besar,-5
6918,tongong,-3
6919,tuntunan,-3
6920,kecapekan,-3
6921,inventori,-3
6922,melabrak,-5
6923,sedikit,-4
6924,khinzir,-4
6925,curna,-5
6926,menghuni,-3
6927,merayapi,-3
6928,oles,-4
6929,mendemonstrasikan,-4
6930,cuka belanda,-5
6931,mengalihkan,-5
6932,berdampingan,-3
6933,menggeletar,-4
6934,kompas,-3
6935,raib,-3
6936,terbongkar,-3
6937,pandir,-5
6938,mengantarai,-3
6939,kelam kabut,-4
